ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2690	0	780	0	0	0										
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202335			SOUTHWEST RAIL INDUSTRIES PC333	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U202335	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1830	0	530	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1240	0	360	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	410	0	120	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	3240	0	940	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U202334			RIO GRANDE CHEMICAL PC887		PROPERTY TAX DEPARTMENT	PO BOX 69	MCALLEN	TX	78505-0069			U202334	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	134					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1280	0	370	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	135					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	900	0	260	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	132					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	133					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	310	0	90	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	136					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2280	0	660	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	131					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202410			ADM TRANSPORTATION CO PC099		PROPERTY TAX DEPARTMENT	4666 FAIRIES PKWY	DECATUR	IL	62526-5630	000000000000		U202410	130					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	170	0	50	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	310	0	90	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202413			DOW CHEMICAL CO & UNION CARBIDE PC273		USA TAX APB BLDG	2301 N BRAZOSPORT BLVD	FREEPORT	TX	77541-3257	000000000000		U202413	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	170	0	50	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	280	0	80	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U202412			AG PROCESSING PC930	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202412	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	134					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	14985340	0	4345750	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	135					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	2347350	0	680730	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	070					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	1003520	0	291020	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	034					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	918510	0	266370	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	136					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	6089450	0	1765940	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	137					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	229580	0	66580	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	159					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	7382100	0	2140810	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	158					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	7764790	0	2251790	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	150					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	1981650	0	574680	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	151					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	10775480	0	3124890	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	031					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	289140	0	83850	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	032					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	2202730	0	638790	0	0	0										
U202480			UNION PACIFIC CORP RR361			1400 DOUGLAS ST STOP 1640	OMAHA	NE	68179-1640	132932300030		U202480	130					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													162.331000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	153110	0	44400	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	134					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	2266660	0	657330	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	135					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	2957240	0	857600	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	056					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	1547550	0	448790	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	132					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	217620	0	63110	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	133					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	13450	0	3900	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	070					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	136590	0	39610	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	034					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	273900	0	79430	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	136					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	505720	0	146660	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	033					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	197620	0	57310	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	156					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	87860	0	25480	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	015					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL	8299	STATE ASSESSED - REAL							2015	0	937380	0	271840	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	032					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	269310	0	78100	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	030					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	214690	0	62260	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	053					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	129790	0	37640	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	130					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	15000	0	4350	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	054					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	55760	0	16170	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	051					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	219690	0	63710	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	052					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	145480	0	42190	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	066					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	432760	0	125500	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	009					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	38690	0	11220	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	047					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	2611210	0	757250	0	0	0										
U202390			MOUNTAIN PARKS ELECTRIC INC ER082		PROPERTY TAX DEPTARTMENT	PO BOX 170	GRANBY	CO	80446-0170	000000000000		U202390	006					00000												 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													349.474000	8499	STATE ASSESSED - PERSONAL									2015	0	641520	0	186040	0	0	0										
